firme,stock,book_to_market,price_to_sales,price_to_cash_flow,price_to_book,dividend_yield,g,payout_ratio,return_on_equity
Teleperformance SE (TEPRF),TEPRF,40.37,2.76,32.83,6.34,0.94%,22.67%,44.31%,13.66%
