firme,price,market_cap,price_to_earnings,beta,earnings_per_share,dividend,shares_outstanding,sector,employees,revenue,indices
Teleperformance SE (TEPRF),256,15.24B,47.4,0.67,5.4,2.40,58727599,Business Services,331065,5.45B,c
